"","Time","County","SMR"
"869",15,"Yolo",0.620249599557364
"870",15,"Yuba",0.291535825148655
"871",16,"Alameda",1.04027966215896
"872",16,"Alpine",0
"873",16,"Amador",0.771464631172399
"874",16,"Butte",1.50149167576992
"875",16,"Calaveras",5.36933391202397
"876",16,"Colusa",0
"877",16,"Contra Costa",0.666199950432072
"878",16,"Del Norte",0
"879",16,"El Dorado",0.153938951743176
"880",16,"Fresno",1.67024076565989
"881",16,"Glenn",0
"882",16,"Humboldt",0
"883",16,"Imperial",1.08571986248781
"884",16,"Inyo",4.83259692793102
"885",16,"Kern",1.79521726847144
"886",16,"Kings",0.57001809664232
"887",16,"Lake",0.458221758624096
"888",16,"Lassen",0
"889",16,"Los Angeles",1.15046356265633
"890",16,"Madera",0.928399318619758
"891",16,"Marin",1.48170608952511
"892",16,"Mariposa",0
"893",16,"Mendocino",0.336110807491081
"894",16,"Merced",1.55131708146808
"895",16,"Modoc",0
"896",16,"Mono",0
"897",16,"Monterey",0.662428881909552
"898",16,"Napa",0
"899",16,"Nevada",0
"900",16,"Orange",1.09564513659072
"901",16,"Placer",0.371163583807865
"902",16,"Plumas",0
"903",16,"Riverside",1.01166078618198
"904",16,"Sacramento",1.47870577585031
"905",16,"San Benito",0.9285965356816
"906",16,"San Bernardino",1.11265555728264
"907",16,"San Diego",0.458612490377334
"908",16,"San Francisco",0.399766490837455
"909",16,"San Joaquin",2.05121290149448
"910",16,"San Luis Obispo",0.426380126423876
"911",16,"San Mateo",0.343865539161689
"912",16,"Santa Barbara",0.716471703498543
"913",16,"Santa Clara",0.468332709801515
"914",16,"Santa Cruz",0
"915",16,"Shasta",0.167066481403421
"916",16,"Sierra",0
"917",16,"Siskiyou",0
"918",16,"Solano",0.401462723485886
"919",16,"Sonoma",1.73563387898437
"920",16,"Stanislaus",2.27313042836204
"921",16,"Sutter",0.562196633544284
"922",16,"Tehama",0.451169518155934
"923",16,"Trinity",0
"924",16,"Tulare",1.28860805076922
"925",16,"Tuolumne",0.567807753504302
"926",16,"Ventura",0.801740709947013
"927",16,"Yolo",0.398797520307994
"928",16,"Yuba",0.374893475894863
"929",17,"Alameda",0.876467393718871
"930",17,"Alpine",0
"931",17,"Amador",0
"932",17,"Butte",1.42848045263524
"933",17,"Calaveras",3.51191898315521
"934",17,"Colusa",0
"935",17,"Contra Costa",0.636852591256062
"936",17,"Del Norte",0
"937",17,"El Dorado",0.201373628733805
"938",17,"Fresno",1.35614977965569
"939",17,"Glenn",0
"940",17,"Humboldt",0.289973340103807
"941",17,"Imperial",2.23185769074529
"942",17,"Inyo",2.10723703252806
"943",17,"Kern",0.796776767308491
"944",17,"Kings",0.248554402605663
"945",17,"Lake",3.59650798920075
"946",17,"Lassen",0
"947",17,"Los Angeles",1.14104541006531
"948",17,"Madera",2.18605653512211
"949",17,"Marin",1.64008165097256
"950",17,"Mariposa",0
"951",17,"Mendocino",0.439679835380774
"952",17,"Merced",2.02933920540883
"953",17,"Modoc",0
"954",17,"Mono",0
"955",17,"Monterey",0.433274704737352
"956",17,"Napa",0
"957",17,"Nevada",0.39393014852842
"958",17,"Orange",1.08397567011736
"959",17,"Placer",1.06817426735403
"960",17,"Plumas",0
"961",17,"Riverside",1.0713185235731
"962",17,"Sacramento",1.33916779789664
"963",17,"San Benito",0.607366920140582
"964",17,"San Bernardino",1.17492872835779
"965",17,"San Diego",0.61146622850511
"966",17,"San Francisco",0.697267135181608
"967",17,"San Joaquin",1.68946799057201
"968",17,"San Luis Obispo",0.697205875329739
"969",17,"San Mateo",0.299882737641008
"970",17,"Santa Barbara",0.426020436805424
"971",17,"Santa Clara",0.533593625664705
"972",17,"Santa Cruz",0.567664042003661
"973",17,"Shasta",0.655638807833193
"974",17,"Sierra",0
"975",17,"Siskiyou",0
"976",17,"Solano",1.31292315093495
"977",17,"Sonoma",1.25266278354926
"978",17,"Stanislaus",2.83526611704162
"979",17,"Sutter",0
"980",17,"Tehama",0.590192683634216
"981",17,"Trinity",0
"982",17,"Tulare",0.963245220674666
"983",17,"Tuolumne",0.742771770572488
"984",17,"Ventura",0.547194114473441
"985",17,"Yolo",0.17389426757616
"986",17,"Yuba",0.490412977188048
"987",18,"Alameda",0.656437904118109
"988",18,"Alpine",0
"989",18,"Amador",0
"990",18,"Butte",1.10476006228984
"991",18,"Calaveras",3.2592629412016
"992",18,"Colusa",0
"993",18,"Contra Costa",0.70509540962996
"994",18,"Del Norte",0
"995",18,"El Dorado",0
"996",18,"Fresno",1.21197078629501
"997",18,"Glenn",0
"998",18,"Humboldt",0.717631863278486
"999",18,"Imperial",2.00852595321486
"1000",18,"Inyo",0
"1001",18,"Kern",0.934048039222677
"1002",18,"Kings",1.53781860604942
"1003",18,"Lake",0.741725868276414
"1004",18,"Lassen",0
"1005",18,"Los Angeles",1.1445635356873
"1006",18,"Madera",2.10392651341888
"1007",18,"Marin",1.66046199849936
"1008",18,"Mariposa",0
"1009",18,"Mendocino",1.08812851346033
"1010",18,"Merced",2.00889981772845
"1011",18,"Modoc",0
"1012",18,"Mono",0
"1013",18,"Monterey",0.750593876983845
"1014",18,"Napa",0
"1015",18,"Nevada",0
"1016",18,"Orange",1.37112957665365
"1017",18,"Placer",0.841126107190485
"1018",18,"Plumas",0
"1019",18,"Riverside",0.857780214388622
"1020",18,"Sacramento",1.31954237053604
"1021",18,"San Benito",1.50312388869324
"1022",18,"San Bernardino",1.06327706674535
"1023",18,"San Diego",0.599597127015192
"1024",18,"San Francisco",1.29420806386226
"1025",18,"San Joaquin",1.47569273488812
"1026",18,"San Luis Obispo",0.172545914470094
"1027",18,"San Mateo",0.371077919958657
"1028",18,"Santa Barbara",0.316297187613811
"1029",18,"Santa Clara",0.709183321293778
"1030",18,"Santa Cruz",1.22925810534606
"1031",18,"Shasta",3.51560761226624
"1032",18,"Sierra",0
"1033",18,"Siskiyou",0
"1034",18,"Solano",0.758158020971547
"1035",18,"Sonoma",0.193757193138915
"1036",18,"Stanislaus",1.79697863041838
"1037",18,"Sutter",0.910030521924201
"1038",18,"Tehama",2.19093111334716
"1039",18,"Trinity",0
"1040",18,"Tulare",0.993274448177713
"1041",18,"Tuolumne",0
"1042",18,"Ventura",0.564252923797553
"1043",18,"Yolo",0.43035703630359
"1044",18,"Yuba",1.21368391476754
"1045",19,"Alameda",0.364517752203544
"1046",19,"Alpine",0
"1047",19,"Amador",0
"1048",19,"Butte",1.1287839411329
"1049",19,"Calaveras",2.77511515361116
"1050",19,"Colusa",0
"1051",19,"Contra Costa",0.370808666013846
"1052",19,"Del Norte",0
"1053",19,"El Dorado",0
"1054",19,"Fresno",0.893023591503745
"1055",19,"Glenn",0
"1056",19,"Humboldt",0.458273333824087
"1057",19,"Imperial",0.641313416914697
"1058",19,"Inyo",0
"1059",19,"Kern",0.861574684469309
"1060",19,"Kings",0.392814921116453
"1061",19,"Lake",1.89463820564327
"1062",19,"Lassen",2.04402253514527
"1063",19,"Los Angeles",1.32402206409679
"1064",19,"Madera",1.53548432482288
"1065",19,"Marin",0.706904189253939
"1066",19,"Mariposa",0
"1067",19,"Mendocino",0.69486920384833
"1068",19,"Merced",0.855243720258053
"1069",19,"Modoc",0
"1070",19,"Mono",0
"1071",19,"Monterey",1.36949309429999
"1072",19,"Napa",0.880095344415295
"1073",19,"Nevada",0.6225664828198
"1074",19,"Orange",0.951729531700796
"1075",19,"Placer",0.30693466348583
"1076",19,"Plumas",0
"1077",19,"Riverside",1.0457443042463
"1078",19,"Sacramento",1.25417382331514
"1079",19,"San Benito",1.91976312889764
"1080",19,"San Bernardino",1.63514114905371
"1081",19,"San Diego",0.856960846814755
"1082",19,"San Francisco",1.03308721789924
"1083",19,"San Joaquin",1.17795534159331
"1084",19,"San Luis Obispo",0
"1085",19,"San Mateo",0.552923148728597
"1086",19,"Santa Barbara",0.94259468161788
"1087",19,"Santa Clara",0.593426567525015
"1088",19,"Santa Cruz",1.79427041760422
"1089",19,"Shasta",1.38156048940042
"1090",19,"Sierra",0
"1091",19,"Siskiyou",0
"1092",19,"Solano",0.276658844668681
"1093",19,"Sonoma",1.11358460313989
"1094",19,"Stanislaus",0.874312070455145
"1095",19,"Sutter",0
"1096",19,"Tehama",0.932739432634779
"1097",19,"Trinity",0
"1098",19,"Tulare",1.3954517285731
"1099",19,"Tuolumne",0
"1100",19,"Ventura",0.432392286475185
"1101",19,"Yolo",0.824466542750064
"1102",19,"Yuba",0
"1103",20,"Alameda",0.573566487202203
"1104",20,"Alpine",0
"1105",20,"Amador",0
"1106",20,"Butte",0.832563155376259
"1107",20,"Calaveras",2.72914186040375
"1108",20,"Colusa",0
"1109",20,"Contra Costa",0.468855966042034
"1110",20,"Del Norte",0
"1111",20,"El Dorado",0
"1112",20,"Fresno",1.05387543117821
"1113",20,"Glenn",0
"1114",20,"Humboldt",0.450681456305917
"1115",20,"Imperial",4.0994801176121
"1116",20,"Inyo",3.27510333971229
"1117",20,"Kern",0.782124562963567
"1118",20,"Kings",0.38630744501362
"1119",20,"Lake",3.72650225387066
"1120",20,"Lassen",0
"1121",20,"Los Angeles",1.26673715919471
"1122",20,"Madera",0.377511771125504
"1123",20,"Marin",0.695193427082563
"1124",20,"Mariposa",0
"1125",20,"Mendocino",0
"1126",20,"Merced",1.26161328914573
"1127",20,"Modoc",0
"1128",20,"Mono",0
"1129",20,"Monterey",1.75084742131214
"1130",20,"Napa",0.432757725830714
"1131",20,"Nevada",0.612252881447785
"1132",20,"Orange",0.917243669452722
"1133",20,"Placer",0.603699804988696
"1134",20,"Plumas",0
"1135",20,"Riverside",1.07739261867487
"1136",20,"Sacramento",1.07922224141068
"1137",20,"San Benito",0
"1138",20,"San Bernardino",1.66256323744784
"1139",20,"San Diego",0.788970746304843
"1140",20,"San Francisco",0.406389128486871
"1141",20,"San Joaquin",0.540605809881829
"1142",20,"San Luis Obispo",0.433443652614633
"1143",20,"San Mateo",0.310721872736466
"1144",20,"Santa Barbara",0.79455377852385
"1145",20,"Santa Clara",0.798604649923882
"1146",20,"Santa Cruz",0.44113651456911
"1147",20,"Shasta",1.35867319213626
"1148",20,"Sierra",0
"1149",20,"Siskiyou",0
"1150",20,"Solano",0.816226922749918
"1151",20,"Sonoma",1.21681851715252
"1152",20,"Stanislaus",1.28974197742593
"1153",20,"Sutter",0
"1154",20,"Tehama",7.3382993916929
"1155",20,"Trinity",0
"1156",20,"Tulare",0.998061312988208
"1157",20,"Tuolumne",4.61771365801691
"1158",20,"Ventura",0.283486107498289
"1159",20,"Yolo",1.35134701911594
"1160",20,"Yuba",0
"1161",21,"Alameda",0.470764088383514
"1162",21,"Alpine",0
"1163",21,"Amador",0
"1164",21,"Butte",0.68333984569819
"1165",21,"Calaveras",0
"1166",21,"Colusa",0
"1167",21,"Contra Costa",0.256547475444508
"1168",21,"Del Norte",0
"1169",21,"El Dorado",0
"1170",21,"Fresno",0.816930769615416
"1171",21,"Glenn",5.07054091787683
"1172",21,"Humboldt",0
"1173",21,"Imperial",1.29412132646878
"1174",21,"Inyo",0
"1175",21,"Kern",0.69543667361985
"1176",21,"Kings",0.951204487598433
"1177",21,"Lake",3.0585877584303
"1178",21,"Lassen",1.64987233059315
"1179",21,"Los Angeles",1.07838160598085
"1180",21,"Madera",1.23939587652576
"1181",21,"Marin",0.190197130442036
"1182",21,"Mariposa",0
"1183",21,"Mendocino",0.560877120040741
"1184",21,"Merced",2.24356116850143
"1185",21,"Modoc",0
"1186",21,"Mono",0
"1187",21,"Monterey",1.6581192655956
"1188",21,"Napa",0.355192991287508
"1189",21,"Nevada",0
"1190",21,"Orange",0.875755868960082
"1191",21,"Placer",0.619370628109539
"1192",21,"Plumas",0
"1193",21,"Riverside",1.52740591945186
"1194",21,"Sacramento",1.58176666143539
"1195",21,"San Benito",0
"1196",21,"San Bernardino",2.03567896126666
"1197",21,"San Diego",0.809450827482101
"1198",21,"San Francisco",0.27795877762184
"1199",21,"San Joaquin",1.0775840335416
"1200",21,"San Luis Obispo",0.355755976929686
"1201",21,"San Mateo",0.318787582659168
"1202",21,"Santa Barbara",0.2173810090399
"1203",21,"Santa Clara",0.731098751494451
"1204",21,"Santa Cruz",0.3620700193744
"1205",21,"Shasta",2.23030655025581
"1206",21,"Sierra",0
"1207",21,"Siskiyou",1.12847874281743
"1208",21,"Solano",0.334965807605653
"1209",21,"Sonoma",0.998723727304418
"1210",21,"Stanislaus",1.76429475280349
"1211",21,"Sutter",0
"1212",21,"Tehama",3.76439338387213
"1213",21,"Trinity",0
"1214",21,"Tulare",1.63835033825506
"1215",21,"Tuolumne",0.94751602871546
"1216",21,"Ventura",0.523520697901661
"1217",21,"Yolo",2.44010843698958
"1218",21,"Yuba",0
"1219",22,"Alameda",0.233974533606403
"1220",22,"Alpine",0
"1221",22,"Amador",0
"1222",22,"Butte",0.724537267588251
"1223",22,"Calaveras",0
"1224",22,"Colusa",1.16394278630126
"1225",22,"Contra Costa",0.294682153697017
"1226",22,"Del Norte",0
"1227",22,"El Dorado",0.408553574416685
"1228",22,"Fresno",1.42665297920965
"1229",22,"Glenn",4.48019615832498
"1230",22,"Humboldt",0
"1231",22,"Imperial",3.01871184383897
"1232",22,"Inyo",0
"1233",22,"Kern",0.765723523635366
"1234",22,"Kings",0.672367348595135
"1235",22,"Lake",0.405373115427607
"1236",22,"Lassen",1.74934038722131
"1237",22,"Los Angeles",1.21261444439819
"1238",22,"Madera",1.14985236709787
"1239",22,"Marin",0.201663798856628
"1240",22,"Mariposa",0
"1241",22,"Mendocino",0.297345734018977
"1242",22,"Merced",1.18941086849125
"1243",22,"Modoc",0
"1244",22,"Mono",1.88360141615245
"1245",22,"Monterey",0.703233806483273
"1246",22,"Napa",0.188303492759891
"1247",22,"Nevada",1.33203117064656
"1248",22,"Orange",0.830811234449059
"1249",22,"Placer",1.3790940499283
"1250",22,"Plumas",0
"1251",22,"Riverside",1.41705434499605
"1252",22,"Sacramento",1.55972972878656
"1253",22,"San Benito",0.821497590544011
"1254",22,"San Bernardino",1.92121911271071
"1255",22,"San Diego",0.686601016443533
"1256",22,"San Francisco",0.176829869800316
"1257",22,"San Joaquin",0.84011013331196
"1258",22,"San Luis Obispo",0.660106847101184
"1259",22,"San Mateo",0.338006755401398
"1260",22,"Santa Barbara",0.28810818531009
"1261",22,"Santa Clara",0.547968872606305
"1262",22,"Santa Cruz",1.34364516364169
"1263",22,"Shasta",2.21697001862338
"1264",22,"Sierra",0
"1265",22,"Siskiyou",1.79476927183349
"1266",22,"Solano",0.710320677203075
"1267",22,"Sonoma",0.476520803309533
"1268",22,"Stanislaus",1.54329544612041
"1269",22,"Sutter",2.2381025876681
"1270",22,"Tehama",1.9956711976098
"1271",22,"Trinity",1.9692196623412
"1272",22,"Tulare",1.19427258028602
"1273",22,"Tuolumne",2.0092803859261
"1274",22,"Ventura",0.616758765985792
"1275",22,"Yolo",1.64641178108805
"1276",22,"Yuba",0
"1277",23,"Alameda",0.422538625187422
"1278",23,"Alpine",0
"1279",23,"Amador",1.23251745808608
"1280",23,"Butte",1.30845428442565
"1281",23,"Calaveras",0.804208666556845
"1282",23,"Colusa",0.525496062691041
"1283",23,"Contra Costa",0.337724257985307
"1284",23,"Del Norte",0.43081981799763
"1285",23,"El Dorado",0.430391447921008
"1286",23,"Fresno",1.64476627122344
"1287",23,"Glenn",0.404543156071238
"1288",23,"Humboldt",0.265608716260765
"1289",23,"Imperial",2.53992368506763
"1290",23,"Inyo",2.57357232848398
"1291",23,"Kern",0.806652729731063
"1292",23,"Kings",1.2901297157733
"1293",23,"Lake",0.183017566314358
"1294",23,"Lassen",0.394895477943745
"1295",23,"Los Angeles",1.24309325823515
"1296",23,"Madera",0.889944908972786
"1297",23,"Marin",0.364188114858242
"1298",23,"Mariposa",0.667183621487985
"1299",23,"Mendocino",0.134245440861822
"1300",23,"Merced",1.32183230610298
"1301",23,"Modoc",0
"1302",23,"Mono",0
"1303",23,"Monterey",1.40227178995942
"1304",23,"Napa",0.510090763227682
"1305",23,"Nevada",3.1271993329333
"1306",23,"Orange",0.794316846078898
"1307",23,"Placer",0.919124022624801
"1308",23,"Plumas",0.624968813200963
"1309",23,"Riverside",1.24586923742085
"1310",23,"Sacramento",1.12063956157977
"1311",23,"San Benito",0.741778297733823
"1312",23,"San Bernardino",1.99714017918897
"1313",23,"San Diego",0.715081662425514
"1314",23,"San Francisco",0.212893397487402
"1315",23,"San Joaquin",1.16822036549612
"1316",23,"San Luis Obispo",0.894073711842964
"1317",23,"San Mateo",0.305206099847653
"1318",23,"Santa Barbara",0.182104830501916
"1319",23,"Santa Clara",0.627542588815926
"1320",23,"Santa Cruz",1.25658649771343
"1321",23,"Shasta",0.934188313172976
"1322",23,"Sierra",0
"1323",23,"Siskiyou",0.540200770970002
"1324",23,"Solano",0.293970485392771
"1325",23,"Sonoma",0.191234910151308
"1326",23,"Stanislaus",1.3301895068955
"1327",23,"Sutter",2.35773292322196
"1328",23,"Tehama",1.62180758745402
"1329",23,"Trinity",0.889061894891321
"1330",23,"Tulare",1.2989561289453
"1331",23,"Tuolumne",2.49465832530736
"1332",23,"Ventura",0.375912643138264
"1333",23,"Yolo",1.48664164375169
"1334",23,"Yuba",0.449206679696508
"1335",24,"Alameda",0.417548774419902
"1336",24,"Alpine",0
"1337",24,"Amador",0.597040387573228
"1338",24,"Butte",0.676079718926651
"1339",24,"Calaveras",0.623303208659054
"1340",24,"Colusa",0.20364328042831
"1341",24,"Contra Costa",0.515575517704252
"1342",24,"Del Norte",0
"1343",24,"El Dorado",0.762458463116852
"1344",24,"Fresno",1.09203072144559
"1345",24,"Glenn",0.470312726732671
"1346",24,"Humboldt",0.274480611774482
"1347",24,"Imperial",2.13662072063927
"1348",24,"Inyo",0.997325667309773
"1349",24,"Kern",0.759168373085251
"1350",24,"Kings",0.852870461039014
"1351",24,"Lake",0.567392225767053
"1352",24,"Lassen",0.918193108541522
"1353",24,"Los Angeles",1.48914892183975
"1354",24,"Madera",0.574794349982423
"1355",24,"Marin",0.229339970288798
"1356",24,"Mariposa",0.258550864552785
"1357",24,"Mendocino",0.312141428649135
"1358",24,"Merced",0.896427205984765
"1359",24,"Modoc",0
"1360",24,"Mono",0
"1361",24,"Monterey",0.789491885742925
"1362",24,"Napa",0.230618884391327
"1363",24,"Nevada",0.745766408220737
"1364",24,"Orange",1.06168801015699
"1365",24,"Placer",0.73534816879155
"1366",24,"Plumas",0.726574611999285
"1367",24,"Riverside",1.08678058462525
"1368",24,"Sacramento",0.645546504018047
"1369",24,"San Benito",0.790510121237776
"1370",24,"San Bernardino",1.83629988018586
"1371",24,"San Diego",0.662067027839767
"1372",24,"San Francisco",0.340319444447157
"1373",24,"San Joaquin",1.12296968638342
"1374",24,"San Luis Obispo",0.709452142252522
"1375",24,"San Mateo",0.319343140014868
"1376",24,"Santa Barbara",0.312525700854829
"1377",24,"Santa Clara",0.762303798269289
"1378",24,"Santa Cruz",0.470167970584092
"1379",24,"Shasta",0.879196456823782
"1380",24,"Sierra",0
"1381",24,"Siskiyou",0.523354335553372
"1382",24,"Solano",0.2381987610685
"1383",24,"Sonoma",0.333488074226254
"1384",24,"Stanislaus",1.03914776305486
"1385",24,"Sutter",1.21824310639612
"1386",24,"Tehama",0.488827327054985
"1387",24,"Trinity",0.689068838507834
"1388",24,"Tulare",1.16821920938966
"1389",24,"Tuolumne",0.878858595770245
"1390",24,"Ventura",0.744565438038386
"1391",24,"Yolo",0.514385703217717
"1392",24,"Yuba",0.522237529479774
"1393",25,"Alameda",0.468412631215133
"1394",25,"Alpine",0
"1395",25,"Amador",0
"1396",25,"Butte",0.814061751923453
"1397",25,"Calaveras",0
"1398",25,"Colusa",0
"1399",25,"Contra Costa",0.388976801457095
"1400",25,"Del Norte",0
"1401",25,"El Dorado",0.751147897060073
"1402",25,"Fresno",1.0772948852044
"1403",25,"Glenn",0.549138902618789
"1404",25,"Humboldt",0.240363443363156
"1405",25,"Imperial",2.01820559636288
"1406",25,"Inyo",2.62008267176983
"1407",25,"Kern",0.764744017119932
"1408",25,"Kings",0.309045956010896
"1409",25,"Lake",0.745300450774131
"1410",25,"Lassen",0.536042857610385
"1411",25,"Los Angeles",1.49573181463983
"1412",25,"Madera",1.00669805633468
"1413",25,"Marin",0.432564799073595
"1414",25,"Mariposa",0
"1415",25,"Mendocino",0.182228751049381
"1416",25,"Merced",0.616788719137911
"1417",25,"Modoc",0
"1418",25,"Mono",0
"1419",25,"Monterey",0.969700110265187
"1420",25,"Napa",0.115402060221524
"1421",25,"Nevada",0.816337175263713
"1422",25,"Orange",1.18305714100841
"1423",25,"Placer",0.281726575661391
"1424",25,"Plumas",0
"1425",25,"Riverside",1.20798566336273
"1426",25,"Sacramento",0.493358738930594
"1427",25,"San Benito",0.755183929620578
"1428",25,"San Bernardino",1.86061721873944
"1429",25,"San Diego",0.765062541871363
"1430",25,"San Francisco",0.415419998008801
"1431",25,"San Joaquin",0.844374788767809
"1432",25,"San Luis Obispo",0.866887305229265
"1433",25,"San Mateo",0.269292289704937
"1434",25,"Santa Barbara",0.670956524086807
"1435",25,"Santa Clara",0.647074536861402
"1436",25,"Santa Cruz",0.470545615540384
"1437",25,"Shasta",0.634047489663586
"1438",25,"Sierra",0
"1439",25,"Siskiyou",0
"1440",25,"Solano",0.217660512733312
"1441",25,"Sonoma",0.389381925488807
"1442",25,"Stanislaus",0.659201455128806
"1443",25,"Sutter",0.609610807457657
"1444",25,"Tehama",0.978439918892387
"1445",25,"Trinity",0
"1446",25,"Tulare",1.09786744428703
"1447",25,"Tuolumne",0
"1448",25,"Ventura",0.77486202716199
"1449",25,"Yolo",0.288287364078068
"1450",25,"Yuba",0.203255498979143
"1451",26,"Alameda",0.411170071306228
"1452",26,"Alpine",0
"1453",26,"Amador",0.654194253820816
"1454",26,"Butte",0.38583328808615
"1455",26,"Calaveras",0.853713973920268
"1456",26,"Colusa",0.185948146136487
"1457",26,"Contra Costa",0.362135168262505
"1458",26,"Del Norte",0
"1459",26,"El Dorado",0.587424077788814
"1460",26,"Fresno",0.9279517336505
"1461",26,"Glenn",0.286297292194469
"1462",26,"Humboldt",0.0626575559018276
"1463",26,"Imperial",1.92904282818186
"1464",26,"Inyo",0.682998937678693
"1465",26,"Kern",0.729447971446269
"1466",26,"Kings",0.698200558073193
"1467",26,"Lake",0.712373651127284
"1468",26,"Lassen",0.558939160573643
"1469",26,"Los Angeles",1.64030397247365
"1470",26,"Madera",0.656061076285947
"1471",26,"Marin",0.30606366122535
"1472",26,"Mariposa",0.236084656682306
"1473",26,"Mendocino",0.237515488961976
"1474",26,"Merced",0.59928392280331
"1475",26,"Modoc",0.886781312013011
"1476",26,"Mono",0
"1477",26,"Monterey",1.1890015892315
"1478",26,"Napa",0.481325175798315
"1479",26,"Nevada",0.297922047002649
"1480",26,"Orange",1.0357989736677
"1481",26,"Placer",0.39867445245694
"1482",26,"Plumas",0.221146837167007
"1483",26,"Riverside",1.162561104006
"1484",26,"Sacramento",0.391182553284714
"1485",26,"San Benito",0.590580397222123
"1486",26,"San Bernardino",1.6274785284389
"1487",26,"San Diego",0.725445806132971
"1488",26,"San Francisco",0.390789322465948
"1489",26,"San Joaquin",0.907283763485572
"1490",26,"San Luis Obispo",0.753262629125094
"1491",26,"San Mateo",0.556189549837531
"1492",26,"Santa Barbara",0.745642804720246
"1493",26,"Santa Clara",0.563684611813301
"1494",26,"Santa Cruz",0.475311663310855
"1495",26,"Shasta",0.708353485849933
"1496",26,"Sierra",0
"1497",26,"Siskiyou",0
"1498",26,"Solano",0.321523223897302
"1499",26,"Sonoma",0.304510362583897
"1500",26,"Stanislaus",0.612645442375827
"1501",26,"Sutter",0.675377551289851
"1502",26,"Tehama",0.382587217029215
"1503",26,"Trinity",0
"1504",26,"Tulare",0.780519054441155
"1505",26,"Tuolumne",1.04323974811563
"1506",26,"Ventura",1.0444349973911
"1507",26,"Yolo",0.526052005431399
"1508",26,"Yuba",0.423874533046956
"1509",27,"Alameda",0.436477352698037
"1510",27,"Alpine",0
"1511",27,"Amador",0.874700939599165
"1512",27,"Butte",0.412707678364939
"1513",27,"Calaveras",0.253660441672465
"1514",27,"Colusa",0.745874870616904
"1515",27,"Contra Costa",0.440620767887954
"1516",27,"Del Norte",0.2038313248645
"1517",27,"El Dorado",0.407257305143619
"1518",27,"Fresno",0.859806047310633
"1519",27,"Glenn",0.956995987906484
"1520",27,"Humboldt",0.167554583979355
"1521",27,"Imperial",1.81720429711705
"1522",27,"Inyo",1.52202450837693
"1523",27,"Kern",0.975320132034541
"1524",27,"Kings",1.25668883288305
"1525",27,"Lake",0.432950289853394
"1526",27,"Lassen",0
"1527",27,"Los Angeles",1.54536721190417
"1528",27,"Madera",0.526318202744964
"1529",27,"Marin",0.473842179116372
"1530",27,"Mariposa",0.315660783962681
"1531",27,"Mendocino",0.190544340752922
"1532",27,"Merced",1.01626035012187
"1533",27,"Modoc",1.18568520329623
"1534",27,"Mono",0
"1535",27,"Monterey",1.01395014329241
"1536",27,"Napa",0.643563560921823
"1537",27,"Nevada",0.11381184582344
"1538",27,"Orange",1.06827643308841
"1539",27,"Placer",0.392776692831391
"1540",27,"Plumas",0
"1541",27,"Riverside",1.27904041766028
"1542",27,"Sacramento",0.472882693844799
"1543",27,"San Benito",0.789645010395538
"1544",27,"San Bernardino",1.37554499565907
"1545",27,"San Diego",0.834973290837684
"1546",27,"San Francisco",0.428081418659929
"1547",27,"San Joaquin",0.847015405852285
"1548",27,"San Luis Obispo",0.906445712494766
"1549",27,"San Mateo",0.512621499450166
"1550",27,"Santa Barbara",0.947740425260531
"1551",27,"Santa Clara",0.579536986242032
"1552",27,"Santa Cruz",0.574020862182874
"1553",27,"Shasta",0.441987191842757
"1554",27,"Sierra",0
"1555",27,"Siskiyou",0
"1556",27,"Solano",0.518406162396038
"1557",27,"Sonoma",0.282743384444735
"1558",27,"Stanislaus",0.659313788012245
"1559",27,"Sutter",0.796786242250263
"1560",27,"Tehama",0.341029590991327
"1561",27,"Trinity",0
"1562",27,"Tulare",1.10158363002688
"1563",27,"Tuolumne",0.107298497652689
"1564",27,"Ventura",0.90902852051663
"1565",27,"Yolo",0.628005613586916
"1566",27,"Yuba",0.425061191874075
"1567",28,"Alameda",0.543470466036692
"1568",28,"Alpine",0
"1569",28,"Amador",0.872624425708202
"1570",28,"Butte",0.347395434752725
"1571",28,"Calaveras",0.759174778093041
"1572",28,"Colusa",0.372052092981927
"1573",28,"Contra Costa",0.420252780435945
"1574",28,"Del Norte",0.30502115308588
"1575",28,"El Dorado",0.348248990118621
"1576",28,"Fresno",0.903910473159698
"1577",28,"Glenn",0
"1578",28,"Humboldt",0.125367610803154
"1579",28,"Imperial",1.18422673372675
"1580",28,"Inyo",0.911046760607021
"1581",28,"Kern",0.824938810789529
"1582",28,"Kings",1.02087447136402
"1583",28,"Lake",0.259153487282165
"1584",28,"Lassen",0.559173320255492
"1585",28,"Los Angeles",1.54388381296048
"1586",28,"Madera",0.997630604214361
"1587",28,"Marin",0.193384346704157
"1588",28,"Mariposa",0.94473424408437
"1589",28,"Mendocino",0.09504599709111
"1590",28,"Merced",0.877368269787142
"1591",28,"Modoc",0
"1592",28,"Mono",0
"1593",28,"Monterey",0.80548798899978
"1594",28,"Napa",0.361145115146536
"1595",28,"Nevada",0.0851562449269646
"1596",28,"Orange",1.06226890973545
"1597",28,"Placer",0.377849815103943
"1598",28,"Plumas",0
"1599",28,"Riverside",1.18518522290455
"1600",28,"Sacramento",0.530730095018943
"1601",28,"San Benito",0.262590138912895
"1602",28,"San Bernardino",1.40639693890352
"1603",28,"San Diego",0.860424927464645
"1604",28,"San Francisco",0.593494973567336
"1605",28,"San Joaquin",0.998967322156404
