,ID,Counties,Poverty20,Poverty21,Income20,Income21,Density,Gini20,Gini21,Age,Sex,PercW,VacPop_1,VacPop_2,VacPop_3,VacPop_4,VacPop_5,VacPop_6,VacPop_7,VacPop_8,VacPop_9,VacPop_10,VacPop_11,VacPop_12,VacPop_13,VacPop_14,VacPop_15,VacPop_16,VacPop_17,VacPop_18,VacPop_19,VacPop_20,VacPop_21,VacPop_22,VacPop_23,VacPop_24,VacPop_25,VacPop_26,VacPop_27,VacPop_28,VacPop_29,VacPop_30,VacPop_31,VacPop_32,VacPop_33,VacPop_34,VacPop_35,VacPop_36,VacPop_37,VacPop_38,VacPop_39,VacPop_40,VacPop_41,VacPop_42,VacPop_43,VacPop_44,VacPop_45,VacPop_46,VacPop_47,VacPop_48,VacPop_49,VacPop_50,VacPop_51,VacPop_52,VacPop_53,VacPop_54,VacPop_55,VacPop_56,VacPop_57,VacPop_58,VacPop_59,VacPop_60,VacPop_61,VacPop_62,VacPop_63,VacPop_64,VacPop_65,VacPop_66,VacPop_67,VacPop_68,VacPop_69,VacPop_70,VacPop_71,VacPop_72,VacPop_73,VacPop_74,VacPop_75,VacPop_76,VacPop_77,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,SMR_1,SMR_2,SMR_3,SMR_4,SMR_5,SMR_6,SMR_7,SMR_8,SMR_9,SMR_10,SMR_11,SMR_12,SMR_13,SMR_14,SMR_15,SMR_16,SMR_17,SMR_18,SMR_19,SMR_20,SMR_21,SMR_22,SMR_23,SMR_24,SMR_25,SMR_26,SMR_27,SMR_28,SMR_29,SMR_30,SMR_31,SMR_32,SMR_33,SMR_34,SMR_35,SMR_36,SMR_37,SMR_38,SMR_39,SMR_40,SMR_41,SMR_42,SMR_43,SMR_44,SMR_45,SMR_46,SMR_47,SMR_48,SMR_49,SMR_50,SMR_51,SMR_52,SMR_53,SMR_54,SMR_55,SMR_56,SMR_57,SMR_58,SMR_59,SMR_60,SMR_61,SMR_62,SMR_63,SMR_64,SMR_65,SMR_66,SMR_67,SMR_68,SMR_69,SMR_70,SMR_71,SMR_72,SMR_73,SMR_74,SMR_75,SMR_76,SMR_77
23,045,23,0.576562333,0.624163304,-0.943389209,-0.812288387,-0.273321218,0.512322317,0.385459054,0.607234333,-0.367597908,0.613585005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13072287113151e-05,2.26144574226303e-05,0.005009102,0.021155825,0.090876197,0.129908751,0.185992605,0.287056615,0.364533746,0.384287475,0.425344022,0.46015898,0.481948009,0.505874105,0.517056955,0.526340189,0.534357014,0.54432999,0.558995466,0.575741472,0.589117923,0.599735411,0.607243411,0.614841868,0.620518097,0.631192121,0.640170061,0.645642759,0.652325332,0.657436199,0.662230464,0.665407795,0.667997151,0.669772385,0.671411934,0.672983638,0.67436312,0.675719988,0.676658488,0.677585681,0.678298036,0.679078235,0.679835819,0.680344644,0.681045693,0.681497982,0.681905042,0.682425174,0.68280962,0.683069686,0.683499361,0.683714198,0.683917729,0.68415518,0,0,0,0,0,0,0,0,0,0,0,1,5,4,6,1,1,2,1,0,1,1,1,6,1,5,3,1,4,1,2,0,0,2,0,1,0,0,2,1,3,9,7,12,3,2,5,0,5,3,1,6,5,3,3,1,3,0,2,1,2,0,1,3,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.318868299,1.165253185,0.904334011,1.568258952,0.336110807,0.439679835,1.088128513,0.694869204,0,0.56087712,0.297345734,0.134245441,0.312141429,0.182228751,0.237515489,0.190544341,0.095045997,0.660720189,0.326673571,1.112131348,0,0,2.835934938,0,2.081420138,0,0,3.734564528,0.961333877,1.321600748,2.405033163,1.649141812,3.18420765,0.991441202,0.865934332,2.168975096,0,2.41356165,1.466862899,0.436297683,1.20092525,0.625861504,0.411875573,0.763031822,0.499724218,3.079748349,0,4.426825269,2.592854801,3.878201625,0,1.184724778,2.865786885,0,0.63908393,0.712322747,0,0.992887506,0,0,0,0,0,1.15457911,0.761324816,0.861004915
24,047,24,1.146249135,2.090424028,-0.681027463,-0.940805842,-0.225202088,0.122645513,0.227837332,-1.405781342,-0.033841477,0.244411491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47922900285297e-06,1.04376870085589e-05,1.04376870085589e-05,1.04376870085589e-05,1.04376870085589e-05,1.04376870085589e-05,1.73961450142648e-05,3.82715190313826e-05,4.87092060399415e-05,0.002849489,0.008204022,0.023686591,0.045156913,0.079594322,0.125287036,0.186114397,0.234148633,0.267664046,0.295546587,0.315889639,0.338135829,0.349238049,0.36087607,0.371195463,0.382454248,0.398670935,0.414824995,0.430655487,0.44250922,0.452442419,0.461084824,0.469254053,0.478035627,0.487728759,0.495156913,0.503820193,0.511349245,0.519299283,0.526014195,0.530182312,0.533233595,0.535968269,0.537721801,0.539134368,0.540362536,0.541528077,0.542537054,0.543490363,0.544440192,0.545497878,0.546590356,0.547675875,0.548263865,0.548754436,0.54914411,0.549523346,0.549839955,0.550073064,0.550267901,0.550525364,0.55067497,0,0,0,0,1,2,0,3,1,1,4,3,27,43,27,15,15,12,4,6,13,13,32,56,11,41,52,30,18,19,13,7,7,11,5,7,2,2,3,3,9,16,29,25,22,16,22,19,15,9,16,30,20,22,22,9,6,2,4,4,2,0,3,3,7,8,3,7,4,4,4,3,3,0,5,0,0,0,0,0,0,0.303518559,0.293933763,0,0.377347398,0.138510454,0.141457485,0.535963675,0.294346881,1.936158453,2.991328901,2.171486468,1.551317081,2.029339205,2.008899818,0.85524372,1.261613289,2.243561169,1.189410868,1.321832306,0.896427206,0.616788719,0.599283923,1.01626035,0.87736827,0.914864824,1.909828804,2.224314933,1.88310166,2.443324403,4.799387221,2.449448023,4.483164043,1.801529514,1.642571027,1.723685646,0.887405958,1.219967802,1.315604592,2.10225212,2.041206686,2.237150635,2.131580723,2.936527554,2.467676474,2.227955383,1.354059091,2.147977497,1.847620697,0.770309171,0.929382094,1.721753263,1.383884181,1.895274262,1.04583174,2.724264143,3.191280853,1.193320832,0,1.093617786,0.881801288,1.662125444,1.573166618,0.657544132,1.950758007,1.22204409,1.555638299,1.966458272,1.821111357,1.767323257,0,1.776317269,0,0
25,049,25,1.601998578,1.584816882,-1.229003903,-1.188886106,-0.282242025,-2.241148684,-1.788254457,1.294605539,-0.184826529,0.74091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010343008,0.013192612,0.056147757,0.108601583,0.162849604,0.192612137,0.22353562,0.244221636,0.259102902,0.271345646,0.279155673,0.287810026,0.293298153,0.304274406,0.312084433,0.317994723,0.324643799,0.334564644,0.342058047,0.349656992,0.35651715,0.362532982,0.368021108,0.370976253,0.374459103,0.375725594,0.378997361,0.380474934,0.382585752,0.384485488,0.386385224,0.38701847,0.388390501,0.388918206,0.389023747,0.389656992,0.390290237,0.390395778,0.390817942,0.391240106,0.391873351,0.392506596,0.392612137,0.392717678,0.392823219,0.393139842,0.393245383,0.393562005,0.393667546,0.393773087,0.39408971,0.394195251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886781312,1.185685203,0,0,0,0,0,0,0,0,0,0,24.91333851,0,0,0,0,0,0,0,0,0,0,4.505603773,0,0,1.868225649,0,0,0,0,0,0,0,0,0,0,11.05813981,0,0,5.965165558,0,0,0,0,0,0,0,0,0,0,0
26,051,26,-0.933107694,-0.968499206,-0.040850382,-0.198758026,-0.281390099,-2.046310282,-2.426072586,0.067156957,1.412436389,0.657749147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010171191,0.032017764,0.12979013,0.236516009,0.264450971,0.275696583,0.403552754,0.434997493,0.447460784,0.479335291,0.499892558,0.525893561,0.534202421,0.537783826,0.541580116,0.54974572,0.555690853,0.566148557,0.574600673,0.581691856,0.586419311,0.592077931,0.596733758,0.607477974,0.619224984,0.621373827,0.627390588,0.630542225,0.633837118,0.635556192,0.638063176,0.639137598,0.640713416,0.641572953,0.64207435,0.643148772,0.64357854,0.644652962,0.64508273,0.645727383,0.646586921,0.64773297,0.64852088,0.649452045,0.650598095,0.651027863,0.65152926,0.652030657,0.652460425,0.652603682,0.652961822,0.653176707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.248642959,0,0,0,0,0,0,0,0,0,1.655746406,0,0,0,0,0,0,1.883601416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09350019,0,0,0,0,0,0,1.267920495,0,0,1.611197175,0,0,0,0,0,0,0,7.504897548,0,0,0,0,0,0,0,0,12.49728592,0,0,0,0,0
27,053,27,-0.192514851,-0.387050988,0.492119795,0.279082026,-0.229725378,-0.083221477,-0.190043511,-0.816606023,0.077410666,0.273502113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22850164463421e-06,2.22850164463421e-06,2.22850164463421e-06,2.22850164463421e-06,2.22850164463421e-06,4.45700328926843e-06,6.68550493390264e-06,6.68550493390264e-06,0.006665448,0.014476347,0.030904861,0.06053279,0.100382857,0.146726777,0.231073336,0.310737812,0.385457244,0.437109455,0.46971912,0.497597675,0.512125277,0.524792081,0.535361864,0.546506601,0.561023061,0.575849282,0.589621422,0.599932699,0.608697396,0.616497152,0.623967089,0.635214337,0.648672259,0.655812378,0.665577672,0.673589136,0.682737135,0.689516237,0.694944867,0.698601838,0.701940134,0.704360286,0.706299083,0.708026172,0.709523725,0.710929909,0.712019646,0.713209666,0.714444256,0.715616448,0.716891151,0.717733525,0.718709608,0.719496269,0.720133621,0.720793257,0.72139941,0.72181614,0.72227744,0.722569373,0,0,0,1,1,2,3,2,2,2,1,4,8,10,16,10,5,7,10,13,15,12,53,77,27,127,81,43,24,9,6,5,0,5,0,2,0,1,3,4,2,4,7,11,6,2,3,3,4,9,7,11,17,23,14,10,1,5,2,1,2,2,5,4,11,2,2,3,4,1,1,1,3,2,2,1,2,0,0,0,1.56891051,0.194408476,0.188269261,0.241914966,0.16113135,0.177436308,0.181211548,0.08582332,0.251378493,0.367448995,0.445579965,0.824220268,0.662428882,0.433274705,0.750593877,1.369493094,1.750847421,1.658119266,0.703233806,1.40227179,0.789491886,0.96970011,1.189001589,1.013950143,0.805487989,0.781314007,0.57944643,0.657558081,0.861540453,0,1.397310923,0,0.820439441,0,0.526046465,1.104048137,0.757863551,0.173646406,0.210666429,0.325023517,0.575267187,0.390799268,0.170663929,0.25648537,0.24956623,0.380544251,0.867296435,0.601918551,0.433924521,0.419386009,0.622342414,0.701788446,0.984888756,0.202325563,1.674679758,0.872467308,0.511016566,0.764341018,0.65038472,1.167466045,0.753077045,1.672970901,0.251909575,0.280778333,0.535496402,0.782738723,0.249102783,0.314886969,0.388816952,1.131998722,0.721192734,0.455103812,0.15004681,0.339384816
28,055,28,-1.246435435,-1.170742064,0.812884294,0.860357384,-0.210220089,0.777008448,0.70803374,0.361744617,-0.248399183,0.499271839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,7.16065648898691e-06,0.013440552,0.02803397,0.078366225,0.144265746,0.186971902,0.263018073,0.354194713,0.42845072,0.483838398,0.55878899,0.58508292,0.612006989,0.623993928,0.633037837,0.640527884,0.650230573,0.662002692,0.674583966,0.685031364,0.691998682,0.697605476,0.703334002,0.709191419,0.724608312,0.736015238,0.742660327,0.751654112,0.759480709,0.766390743,0.771439006,0.774224501,0.776186521,0.77814138,0.780067597,0.781506889,0.782702718,0.783934351,0.784829433,0.785524017,0.786189958,0.787822588,0.789448057,0.790822903,0.791689342,0.792784923,0.793730129,0.794188411,0.794782746,0.79537708,0.795770916,0.796179074,0.796365251,0,0,0,0,2,0,0,1,0,0,1,0,4,3,1,0,0,0,2,1,1,1,6,7,1,16,16,6,6,2,0,0,2,1,0,1,0,1,0,1,2,4,6,1,0,6,1,1,3,1,1,3,9,10,7,2,3,0,0,0,0,1,2,2,1,5,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.249352739,0,0,0.258874892,0,0,0.275768839,0,0.590346441,0.429523363,0.165524844,0,0,0,0.880095344,0.432757726,0.355192991,0.188303493,0.510090763,0.230618884,0.11540206,0.481325176,0.643563561,0.361145115,0.62763261,0.413752527,0,0,1.43675565,0.897972281,0,1.318124449,0,1.690300764,0,0.608794767,0.557963359,0.676916678,0.89517486,0.168041596,0,1.645140057,0.274714273,0.267303377,0.917078074,0.309645614,0.276299163,0.380261751,0.713423495,0.869443661,1.127498828,0.632932004,1.950347036,0,0,0,0,1.0449132,1.500528094,1.209899495,0.488692398,2.023599507,0.90220135,1.147110299,0.62877709,0,0,0,0,0,0,0.482132768,0.545258311
29,057,29,-0.876139014,-0.46289206,0.002140533,0.087927731,-0.242889373,0.453503177,0.616393204,1.671023105,-0.42322398,0.809949042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,1.01306858474319e-05,0.00635194,0.011397022,0.036359032,0.083243846,0.155121062,0.211214669,0.280589606,0.345567825,0.410019248,0.449012258,0.479039611,0.5,0.510799311,0.518893729,0.526177692,0.533917536,0.54520312,0.557299159,0.568817749,0.577813798,0.58433796,0.590801337,0.596525175,0.605288218,0.617161382,0.620555162,0.625914294,0.629378989,0.632701854,0.635021781,0.636703475,0.638060987,0.63958059,0.641221761,0.642579273,0.644007699,0.644889069,0.645810961,0.646509979,0.647178604,0.64815115,0.648981866,0.649741668,0.650157026,0.65066356,0.650977611,0.651372708,0.651625975,0.651879242,0.652223686,0.652395907,0.652568129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,5,26,16,5,7,2,1,0,0,0,1,0,0,0,0,1,0,0,2,3,7,9,3,1,3,3,2,3,3,2,3,4,3,3,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883773725,0,0,0,0,0,0,0,0,0,0.702539021,0,0.393930149,0,0.622566483,0.612252881,0,1.332031171,3.127199333,0.745766408,0.816337175,0.297922047,0.113811846,0.085156245,0,0,0,0.783306191,0,0,0,0,2.622812344,0,0,1.722609802,1.184085184,1.675943105,1.899700529,0.7132209,0.296093163,1.163747843,1.165972983,0.756345885,1.297455042,1.314232478,0.781799833,0.537983123,0.448591353,0.369018983,0.683636625,0.447726777,0.91976451,1.522606417,0,0,0,2.956624824,1.061451471,0,0,0.572585793,0,0,0,0,0,0,0,0,0,0,0
30,059,30,-0.933107694,-0.943218848,1.111973079,1.138271242,1.308709682,0.313807719,0.312146625,-0.227430703,-0.407330816,0.376108923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0973954311559e-07,3.40713497427149e-06,8.05322812100533e-06,1.92038516731665e-05,2.53986425354783e-05,2.75668193372875e-05,3.53103079151772e-05,4.30537964930669e-05,5.63725968470373e-05,8.73465511585962e-05,9.23023838484457e-05,0.00846673,0.016602659,0.045355781,0.095195041,0.14610755,0.179224282,0.254021116,0.339697861,0.413094673,0.474728196,0.508911052,0.53772736,0.552989157,0.566101361,0.576927687,0.588172472,0.602977402,0.616621739,0.628051748,0.636415954,0.643190268,0.650122548,0.655873483,0.666887821,0.678009019,0.685116303,0.692983377,0.699953756,0.706384878,0.710312375,0.712695821,0.714376778,0.71605092,0.717499262,0.718805434,0.719976869,0.721111135,0.722173851,0.723122583,0.72406605,0.72529138,0.726578657,0.727683188,0.728499042,0.72931118,0.729973093,0.730549518,0.731039836,0.731475949,0.731818521,0.732138172,0.732415699,0,0,0,2,15,20,39,56,88,105,123,157,176,203,160,119,90,92,50,49,57,102,216,745,237,796,614,408,217,137,55,33,23,10,11,12,8,9,8,25,66,108,114,82,84,61,56,74,39,53,64,201,343,239,128,61,26,25,14,12,17,22,23,39,45,71,62,39,37,36,35,31,23,19,34,56,46,0,0,0,0.436125884,0.405312642,0.26167553,0.437109035,0.627078298,1.085122734,1.322296562,1.467216205,1.37135999,1.123578548,1.25720294,1.145584118,1.095645137,1.08397567,1.371129577,0.951729532,0.917243669,0.875755869,0.830811234,0.794316846,1.06168801,1.183057141,1.035798974,1.068276433,1.06226891,0.981878605,1.225956453,0.837778582,0.790320604,0.714701292,0.388424615,0.479738472,0.684197487,0.641527106,0.658036995,0.409204533,0.658346805,0.796459017,0.790574482,0.735707682,0.596038708,0.760440907,0.723477909,0.665446377,0.855618129,0.515695659,0.709879469,0.764897704,1.102049901,1.176096159,0.89884159,0.891808982,0.835027366,0.731152217,1.163819072,0.848849891,0.852314584,0.903004233,0.994367015,0.746424326,1.020534568,0.951243955,1.242958768,1.209787184,0.967572694,1.006334233,1.246421049,1.531815384,1.675292253,1.206246906,0.952266798,1.075333286,1.167880722,1.084935547
31,061,31,-1.645216197,-1.777470639,1.196512865,1.292601837,-0.171927159,-0.373640982,-0.662908676,0.361744617,-0.534476123,0.673201742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99458087974548e-06,1.74810330791092e-05,3.24647757183456e-05,4.49512279177093e-05,4.49512279177093e-05,4.7448518357582e-05,4.7448518357582e-05,4.7448518357582e-05,7.24214227563094e-05,7.99132940759276e-05,0.010521085,0.019728594,0.056238981,0.115067652,0.168964174,0.21757643,0.282473516,0.341017496,0.393188391,0.446023564,0.476173352,0.503036705,0.515513168,0.52586194,0.53485718,0.545018655,0.559535404,0.573545203,0.586980626,0.59601832,0.602693577,0.609141581,0.614475794,0.625810995,0.637830454,0.644036221,0.651303336,0.656787386,0.661826918,0.665110855,0.667051249,0.66858958,0.670075468,0.671406524,0.672490348,0.673504248,0.674423251,0.675132481,0.675819236,0.676491007,0.677572334,0.678536288,0.679332924,0.679897311,0.680564088,0.681115989,0.681553015,0.682032495,0.682422072,0.682684288,0.682924027,0.683146286,0,0,1,0,2,5,0,0,1,0,2,0,5,7,9,5,11,7,2,4,5,21,31,64,7,38,28,18,11,2,3,5,2,3,3,1,1,1,3,2,9,25,30,30,33,11,18,13,12,10,15,21,23,38,13,7,6,3,0,0,4,0,3,8,4,6,4,2,0,1,3,0,2,1,2,4,0,0,0,50.10708381,0,0.435713772,0.527442988,0,0,0.099418817,0,0.19234965,0,0.257355335,0.349526245,0.519543496,0.371163584,1.068174267,0.841126107,0.306934663,0.603699805,0.619370628,1.37909405,0.919124023,0.735348169,0.281726576,0.398674452,0.392776693,0.377849815,0.401294446,0.144296858,0.36843444,0.965454409,0.501070838,0.939507822,1.054885975,0.459698017,0.646543017,0.589495104,1.237211946,0.424636304,0.875657775,1.475473611,1.560968343,1.758143292,2.408643505,1.051866263,1.724526785,1.21189226,1.2793298,1.079894048,1.445396648,0.928318271,0.635841615,1.152235513,0.73026019,0.772576182,1.360373316,1.126001883,0,0,1.713062694,0,0.78496737,1.68781756,0.681729031,0.84688029,0.629288337,0.400056557,0,0.279148099,1.058600362,0,0.845689178,0.404089386,0.509995764,0.672578306,0
32,063,32,0.348687612,-0.159527772,-0.703964963,-0.783140098,-0.280271311,-0.347907609,0.260827925,1.949244783,-0.121253876,0.808438605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010528,0.00010528,0.010317419,0.012633574,0.036110965,0.066484182,0.124545981,0.179607306,0.251250197,0.335263463,0.363741643,0.398062852,0.415065537,0.433068379,0.440595884,0.448439227,0.455177133,0.46149392,0.469021424,0.478549245,0.490656419,0.498289204,0.504500711,0.511080697,0.515502448,0.520134758,0.525609307,0.529557299,0.534136969,0.536347844,0.538927199,0.540137917,0.541190714,0.541927673,0.54324367,0.544717587,0.545296626,0.546402063,0.546981102,0.547560141,0.54824446,0.548770859,0.549455177,0.549665737,0.549718377,0.549876296,0.549981576,0.550455335,0.550560615,0.550718535,0.550771174,0.550771174,0.550981734,0.551034374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624968813,0.726574612,0,0.221146837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244048639,1.096778083,0,4.615574484,2.015643691,2.019497695,0,0,0,0,0,0,0.639151161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,065,33,-0.306452211,-0.513452774,0.103579264,0.155087581,-0.149341708,-0.094250066,-0.193709133,-0.63658023,-0.240452601,0.325961413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83613807130456e-06,7.29292646906888e-06,1.13445522852183e-05,1.37755277749079e-05,1.49910155197527e-05,1.70168284278274e-05,1.82323161726722e-05,1.98529664991319e-05,2.91717058762755e-05,3.52491446004996e-05,0.00514597,0.011378586,0.027613856,0.06790849,0.113603131,0.153940713,0.198724953,0.254953416,0.313491306,0.354043219,0.378797437,0.403286679,0.417480334,0.429710977,0.440889818,0.453429195,0.470730042,0.487489187,0.502340422,0.512944742,0.521030166,0.528765125,0.535074722,0.543677539,0.552160023,0.55819654,0.564909679,0.571584733,0.578258976,0.582951164,0.586034856,0.58811253,0.589918339,0.59150212,0.592857389,0.594039653,0.595077275,0.596078026,0.596975866,0.597923542,0.598976964,0.59993801,0.600749956,0.601275857,0.601725182,0.602109276,0.602471087,0.602772122,0.603021297,0.603258317,0.60345239,0.60361405,0,0,0,6,26,64,89,90,67,70,77,134,166,181,117,84,68,44,42,44,76,133,259,583,185,683,562,348,184,85,35,28,16,15,21,7,8,4,10,23,77,124,142,138,106,75,72,64,62,79,104,167,240,198,94,45,20,9,10,9,6,9,8,17,32,21,28,21,13,14,12,2,7,9,24,37,16,0,0,0,1.711456217,0.918977578,1.095331979,1.304811751,1.318283843,1.080696312,1.153108799,1.201468544,1.531049729,1.386218004,1.466292459,1.095785475,1.011660786,1.071318524,0.857780214,1.045744304,1.077392619,1.527405919,1.417054345,1.245869237,1.086780585,1.207985663,1.162561104,1.279040418,1.185185223,1.089051863,0.994961048,0.697376461,0.877162531,0.650353363,0.762132847,1.198019352,0.522072653,0.839165629,0.382560801,0.669087822,0.792273694,1.215466236,1.18733535,1.198730237,1.312116433,1.255234094,1.163561598,1.119154926,0.967967795,1.072391183,1.384103331,1.625883406,1.197717375,1.076446945,0.974054204,0.856687445,0.805779221,0.735693849,0.548050586,0.793113857,0.836168609,0.416893181,0.532107297,0.339610111,0.581895114,0.884834507,0.480895092,0.714674025,0.681508015,0.462505127,0.634049239,0.686992989,0.141381166,0.480218728,0.590038333,0.992905897,1.009357148,0.493626841
34,067,34,0.063844211,-0.159527772,-0.052161409,0.197165283,0.351844434,-0.289088468,-0.44297139,-0.538384344,-0.542422705,0.410251379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46435689344537e-06,2.9337202442641e-05,6.37765270492195e-05,8.41850157049698e-05,8.67360767869386e-05,9.05626684098917e-05,9.43892600328449e-05,0.000102042,0.000126278,0.000128829,0.007794767,0.016376537,0.038623703,0.073492881,0.119999362,0.168698481,0.236847526,0.301341539,0.350705847,0.406505206,0.44151533,0.47134999,0.486745643,0.499460132,0.510304692,0.522105901,0.537879112,0.553231397,0.567917218,0.578173759,0.585974904,0.593397854,0.599695786,0.612034631,0.624282913,0.631950127,0.640686235,0.648333041,0.655560835,0.660879797,0.664417481,0.666752978,0.668781071,0.670431608,0.671872957,0.673198233,0.67439787,0.675497377,0.676455938,0.677419602,0.6790695,0.680482151,0.68168944,0.682533204,0.683574674,0.684338079,0.685007095,0.685618074,0.686146782,0.686568982,0.686931871,0.687286468,0,0,0,5,15,14,13,11,4,6,9,25,48,74,80,78,54,43,32,28,50,93,148,220,48,146,132,99,57,39,21,12,25,21,16,13,10,13,23,39,79,143,96,114,74,46,45,46,47,40,43,93,159,129,67,33,21,17,15,8,15,22,23,24,39,35,27,26,27,19,18,13,15,10,13,18,19,0,0,0,2.244998648,0.834553845,0.377159773,0.300007935,0.253624172,0.101559463,0.155580453,0.22105265,0.44963079,0.630951854,0.943637698,1.179400211,1.478705776,1.339167798,1.319542371,1.254173823,1.079222241,1.581766661,1.559729729,1.120639562,0.645546504,0.493358739,0.391182553,0.472882694,0.530730095,0.531052101,0.71859352,0.658642986,0.591745308,1.599561536,1.679539613,1.436799134,1.526187154,1.651160296,1.957110586,2.422381257,2.114674574,1.96295707,2.155357359,1.275662783,1.706198972,1.37937426,1.123356193,1.101036622,1.095141666,1.279649229,1.103145887,1.058171478,1.049910704,1.122561255,0.998939489,0.961171506,0.93014151,1.215956281,1.629515872,1.872657408,1.169965009,1.640575935,2.047438767,1.536915523,1.293119221,1.697493875,1.261626001,1.084788985,1.328178841,1.51205817,1.354503362,1.622090572,1.446559998,1.619809151,1.031975185,0.846587276,0.772942487,0.922707224
