,ID,Counties,Poverty20,Poverty21,Income20,Income21,Density,Gini20,Gini21,Age,Sex,PercW,VacPop_1,VacPop_2,VacPop_3,VacPop_4,VacPop_5,VacPop_6,VacPop_7,VacPop_8,VacPop_9,VacPop_10,VacPop_11,VacPop_12,VacPop_13,VacPop_14,VacPop_15,VacPop_16,VacPop_17,VacPop_18,VacPop_19,VacPop_20,VacPop_21,VacPop_22,VacPop_23,VacPop_24,VacPop_25,VacPop_26,VacPop_27,VacPop_28,VacPop_29,VacPop_30,VacPop_31,VacPop_32,VacPop_33,VacPop_34,VacPop_35,VacPop_36,VacPop_37,VacPop_38,VacPop_39,VacPop_40,VacPop_41,VacPop_42,VacPop_43,VacPop_44,VacPop_45,VacPop_46,VacPop_47,VacPop_48,VacPop_49,VacPop_50,VacPop_51,VacPop_52,VacPop_53,VacPop_54,VacPop_55,VacPop_56,VacPop_57,VacPop_58,VacPop_59,VacPop_60,VacPop_61,VacPop_62,VacPop_63,VacPop_64,VacPop_65,VacPop_66,VacPop_67,VacPop_68,VacPop_69,VacPop_70,VacPop_71,VacPop_72,VacPop_73,VacPop_74,VacPop_75,VacPop_76,VacPop_77,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,SMR_1,SMR_2,SMR_3,SMR_4,SMR_5,SMR_6,SMR_7,SMR_8,SMR_9,SMR_10,SMR_11,SMR_12,SMR_13,SMR_14,SMR_15,SMR_16,SMR_17,SMR_18,SMR_19,SMR_20,SMR_21,SMR_22,SMR_23,SMR_24,SMR_25,SMR_26,SMR_27,SMR_28,SMR_29,SMR_30,SMR_31,SMR_32,SMR_33,SMR_34,SMR_35,SMR_36,SMR_37,SMR_38,SMR_39,SMR_40,SMR_41,SMR_42,SMR_43,SMR_44,SMR_45,SMR_46,SMR_47,SMR_48,SMR_49,SMR_50,SMR_51,SMR_52,SMR_53,SMR_54,SMR_55,SMR_56,SMR_57,SMR_58,SMR_59,SMR_60,SMR_61,SMR_62,SMR_63,SMR_64,SMR_65,SMR_66,SMR_67,SMR_68,SMR_69,SMR_70,SMR_71,SMR_72,SMR_73,SMR_74,SMR_75,SMR_76,SMR_77
11,021,11,0.035359871,0.472481161,-0.735960298,-0.847695791,-0.274448553,-1.053737291,-1.161433191,-0.718410136,-0.041788059,0.480582356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102222,0.000102222,0.000102222,0.000102222,0.000102222,0.000102222,0.000102222,0.000102222,0.003952569,0.013561401,0.031245741,0.066887011,0.112648221,0.155410931,0.205022489,0.258484394,0.289491618,0.321827723,0.337876516,0.3549816,0.366260052,0.377061469,0.386125119,0.396858389,0.409840534,0.424049339,0.44139294,0.453489165,0.462893553,0.470866839,0.478601608,0.485757121,0.493696334,0.499488892,0.507462178,0.513493253,0.518297669,0.52357912,0.527429467,0.529780564,0.531620553,0.533153878,0.534721276,0.535982009,0.536527191,0.537208668,0.537890146,0.538503476,0.53942347,0.540207169,0.541161238,0.541808641,0.542285675,0.54276271,0.543069374,0.543273818,0.543410113,0.54364863,0.543819,0.543955295,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,5,1,3,1,2,5,0,0,1,1,0,0,0,0,2,0,0,0,1,0,2,3,2,1,1,1,2,0,1,1,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702288581,1.362586814,0,0,0,0,0,0,5.070540918,4.480196158,0.404543156,0.470312727,0.549138903,0.286297292,0.956995988,0,0,0.984417471,1.67568121,0,0,0,0,12.54454924,0,0,0,2.896940397,0,1.610548725,2.1298378,1.599246629,0.995889197,1.304728881,1.307223583,2.543917893,0,1.473443823,1.314765257,1.206313072,1.131604856,1.654893637,0.766455083,1.505898533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,023,12,1.003827435,1.458415095,-0.812929357,-0.976395994,-0.268488348,1.056399364,1.012280319,-0.129234816,-0.304025254,0.683819057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45723277006368e-06,7.45723277006368e-06,0.009396113,0.022155439,0.050515295,0.109278289,0.159495294,0.210614625,0.266461841,0.323442557,0.415009918,0.453205864,0.474958612,0.503743531,0.517412639,0.528911691,0.538867097,0.549784486,0.562827186,0.576891527,0.589725425,0.598830706,0.604818864,0.611224627,0.616742979,0.628555236,0.639987174,0.644864204,0.651724858,0.657429641,0.662306671,0.665886143,0.668451431,0.670092022,0.671628212,0.6730078,0.67405927,0.675133112,0.676177124,0.677071992,0.677787886,0.678548524,0.679674566,0.680793151,0.681822249,0.682702203,0.683552327,0.684491939,0.685103432,0.685617981,0.686065415,0.686393533,0.686863339,0.687161628,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,1,1,0,0,3,8,2,2,4,2,1,2,2,1,2,1,4,2,3,1,3,0,8,16,18,5,10,3,4,2,2,0,2,6,7,1,4,4,1,1,1,0,2,1,0,3,1,2,1,1,1,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0.269596835,0.593754934,0.303194009,0,0,0,0,0,0,0.28997334,0.717631863,0.458273334,0.450681456,0,0,0.265608716,0.274480612,0.240363443,0.062657556,0.167554584,0.125367611,0.108937928,0.43088911,0.733461978,0.576594387,1.496262435,0.935164022,4.200034905,2.74543566,5.791983619,1.760308747,3.694475148,0,2.324291161,2.81981142,2.796752215,0.875007272,2.179551981,0.856638799,1.144368975,0.556748813,0.636707419,0,0.575485552,0.792022462,0.577866871,0.090545382,0.670969702,1.318292894,0.677041826,1.120795831,1.459768229,0,2.557713564,1.088190862,0,1.890015707,0.508932801,0.842964752,0.469784124,0.597310353,0.654819446,0.833572387,2.10741188,0,0,1.206663254,0,1.004202976,1.135683063
13,025,13,1.658967258,0.927527592,-1.194710311,-1.111355313,-0.265237161,0.365274467,0.004234425,-1.209389569,0.204555973,0.09356045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04357445121029e-05,1.04357445121029e-05,1.04357445121029e-05,1.04357445121029e-05,1.04357445121029e-05,1.56536167681543e-05,1.56536167681543e-05,1.56536167681543e-05,2.08714890242057e-05,3.13072335363086e-05,0.003167248,0.008969522,0.026496355,0.052288298,0.09044138,0.155852626,0.242031005,0.299104091,0.367463436,0.42478698,0.46973895,0.509739159,0.540597655,0.567553183,0.588967331,0.608189972,0.627819608,0.649880772,0.668665112,0.678573851,0.687689474,0.698699184,0.713147473,0.740254319,0.77926835,0.803907143,0.832255843,0.848895637,0.866907732,0.879279307,0.887580942,0.894400701,0.899973389,0.904121597,0.907544521,0.910497837,0.913085902,0.91627924,0.919843046,0.923813847,0.927210682,0.92991354,0.932840766,0.934119145,0.93572625,0.936947232,0.93817865,0.939217006,0.939947508,0.940594524,0.941319809,0.94190421,0,0,0,0,3,2,7,15,31,56,49,63,47,23,17,7,11,8,2,13,5,22,41,89,24,88,62,27,14,2,5,2,1,1,6,2,0,1,1,1,4,3,6,5,4,3,4,6,13,20,23,22,32,28,12,7,4,1,0,0,0,1,1,1,3,4,4,1,1,1,0,1,0,1,0,3,2,0,0,0,0,1.36557933,0.440818591,1.321660788,2.829578792,6.43953745,11.88021734,9.846499713,9.270201215,5.054583996,2.399573046,2.050466659,1.085719862,2.231857691,2.008525953,0.641313417,4.099480118,1.294121326,3.018711844,2.539923685,2.136620721,2.018205596,1.929042828,1.817204297,1.184226734,1.067143658,0.301495796,1.283019795,0.806893374,0.523472077,0.654340096,4.408185908,1.920998446,0,1.231699004,0.861682431,0.443620404,0.813160507,0.36994493,0.652301653,0.612248043,0.610018443,0.599395508,0.800722106,1.168681845,2.895802977,4.512690315,4.630714523,2.032004532,1.848397953,1.773944707,1.408445049,1.614231073,1.894921544,0.78422783,0,0,0,0.76141393,0.54670713,0.440818591,1.06831036,1.179655384,1.31484352,0.417941778,0.458181249,0.583255796,0,0.91038622,0,0.844309801,0,1.053970624,0.794644518
14,027,14,-0.391905231,-0.210088487,-0.816985104,-0.590021263,-0.282472755,-1.09417545,-0.563936898,0.754528163,-0.033841477,0.580300799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41917303419498e-05,0.000162575,0.026337181,0.042215358,0.080095377,0.113314908,0.220560342,0.251991546,0.309326397,0.358803447,0.403890966,0.45819108,0.47195578,0.494499539,0.502194765,0.507288788,0.512437002,0.51894001,0.526526852,0.538286457,0.548366119,0.555465236,0.562076627,0.569013169,0.576925161,0.586408714,0.596271609,0.600173414,0.606459654,0.610307267,0.615292906,0.618815369,0.620495312,0.621524955,0.622988132,0.624342925,0.625209993,0.626564786,0.62732347,0.627973771,0.628407305,0.628895031,0.629653715,0.630249824,0.630737549,0.630954316,0.631279467,0.631875576,0.632417493,0.632580068,0.632851027,0.63295941,0.633176177,0.633284561,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,3,1,0,0,1,0,0,4,4,3,3,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.960927518,0,0,0,0,0,0,3.250625736,8.768825071,4.832596928,2.107237033,0,0,3.27510334,0,0,2.573572328,0.997325667,2.620082672,0.682998938,1.522024508,0.911046761,0,0,2.665035071,0,0,0,0,0,0,12.79216834,0,0,0,0,0,0,1.583881003,2.075065475,4.15806619,4.045895102,4.626954505,2.343392907,4.182055034,1.918543112,1.799725752,0.65799353,0,0,0,0,0,0,0,0,0,0,3.698416016,3.062913546,3.413922477,0,0,6.057572751,0,0,0,8.768825071,5.533507933,0,0
15,029,15,1.715935938,1.23089188,-0.699728961,-0.793556728,-0.238618629,0.36159827,0.264493547,-1.274853493,0.18866281,0.307511259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07845664226838e-06,1.07845664226838e-06,1.07845664226838e-06,1.07845664226838e-06,1.07845664226838e-06,2.15691328453677e-06,4.31382656907353e-06,5.39228321134191e-06,0.002562413,0.008254507,0.025975707,0.051006685,0.078488996,0.121588437,0.177420138,0.223301997,0.26471581,0.290362588,0.309218324,0.32812259,0.339425894,0.349633487,0.358519969,0.368576577,0.383439867,0.399847506,0.417615079,0.430583521,0.441093081,0.451189592,0.45965979,0.469579434,0.478886515,0.485575103,0.493087632,0.500162308,0.507122667,0.512389849,0.51588297,0.518349401,0.520265818,0.521699087,0.522952253,0.524090025,0.525025047,0.525918009,0.526758127,0.527630598,0.528556993,0.529473681,0.530329975,0.530898322,0.531513042,0.531991877,0.532327277,0.53270258,0.533006705,0.533248279,0.533498481,0.533654857,0,0,0,0,2,1,12,12,18,13,26,39,60,79,65,56,19,18,13,12,13,27,63,153,44,161,161,91,65,41,28,15,14,4,9,6,7,5,10,11,35,52,73,87,71,78,74,87,48,43,32,50,90,71,40,26,9,3,4,1,4,0,7,11,10,9,14,6,9,8,6,1,4,4,5,3,8,0,0,0,0,0.188163301,0.045555325,0.468287385,0.467865504,0.772813556,0.57001851,1.07986232,1.186103167,1.333669003,1.703501332,1.620415521,1.795217268,0.796776767,0.934048039,0.861574684,0.782124563,0.695436674,0.765723524,0.80665273,0.759168373,0.764744017,0.729447971,0.975320132,0.824938811,1.024041261,1.27745135,1.485014285,1.250796507,1.51471457,0.540969489,1.366659763,1.191125481,1.954470413,1.272869387,1.780969512,1.008587184,1.47059667,1.32534339,1.640322855,2.201840729,2.237950983,3.221039708,3.061701125,3.502462927,2.209917914,2.005317935,1.331617205,0.954511671,1.074477331,0.929714584,0.97034886,1.239225262,0.881217268,0.48626471,0.844440179,0.247300338,0.739787336,0,0.790973666,1.002217159,0.736012911,0.548588778,0.951155146,0.518294122,0.852293287,0.964402432,0.91431463,0.188163301,0.730422939,0.698025148,0.550605078,0.217840063,0.656964845
16,031,16,0.633531013,1.028649021,-0.621498114,-0.661795498,-0.239211647,-1.608842927,-1.729604514,-1.274853493,1.571368023,0.290918511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27841272276342e-05,1.91761908414513e-05,0.003419754,0.007715221,0.021432589,0.042456087,0.062265092,0.108224029,0.16757434,0.207147606,0.22927693,0.248900565,0.262630718,0.278323234,0.286620132,0.294405666,0.301513641,0.310417785,0.324020097,0.338108205,0.354024443,0.366463399,0.375150213,0.38303802,0.38948122,0.397375419,0.405435811,0.411354862,0.417881159,0.424298791,0.43030733,0.434366291,0.437044565,0.43907085,0.440707218,0.44229245,0.443558078,0.444631945,0.445450129,0.446376978,0.447169594,0.44811562,0.449119174,0.450269745,0.451132674,0.451707959,0.452244893,0.452602848,0.453031117,0.45335072,0.453651147,0.453913221,0.454252001,0.454367058,0,0,0,0,0,1,0,1,3,3,21,11,9,13,10,3,1,5,1,1,3,4,17,29,3,26,35,19,15,4,5,1,0,0,1,1,0,0,1,5,5,8,24,18,13,21,9,16,9,12,4,4,9,22,11,6,3,0,1,0,0,0,2,0,3,2,0,1,1,3,1,0,1,3,0,4,1,0,0,0,0,0,0.270008572,0,0.231088418,0.763417094,0.779660011,5.169549917,1.982845803,1.185707905,1.661487726,1.477581472,0.570018097,0.248554403,1.537818606,0.392814921,0.386307445,0.951204488,0.672367349,1.290129716,0.852870461,0.309045956,0.698200558,1.256688833,1.020874471,1.400663324,0.738684358,1.571741075,0.494235344,0,0,0.900028574,1.17664286,0,0,1.055589068,2.717247283,1.245185163,1.208518933,3.196363159,2.700085721,2.428700557,5.139953257,2.207049036,3.817795624,2.455929033,3.316915649,0.986569783,0.452594872,0.636847805,1.707467218,1.581608508,1.694987732,1.741005499,0,1.251259237,0,0,0,1.339468112,0,1.308715018,0.722558151,0,0.511992302,0.561286966,2.14352209,0.903197688,0,1.082312842,3.102921091,0,1.721531164,0.48673272
17,033,17,1.032311775,0.725284734,-0.98083727,-0.890641546,-0.262997823,1.365199851,1.62810472,0.770894144,-0.192773111,0.648474979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5415208644849e-05,1.5415208644849e-05,1.5415208644849e-05,3.0830417289698e-05,0.00553406,0.016185969,0.031447026,0.082286384,0.138829369,0.183872609,0.23125896,0.27372786,0.311140571,0.343990381,0.36239614,0.381588075,0.392841177,0.403631823,0.414360808,0.425536835,0.440859552,0.459573615,0.473108169,0.482804335,0.491544758,0.497895824,0.503769019,0.509518891,0.515546238,0.519631268,0.52457955,0.528402522,0.533720769,0.537667062,0.54079635,0.542492023,0.543941052,0.545374667,0.547147416,0.548396048,0.549259299,0.550322949,0.551062879,0.55154075,0.552157358,0.552696891,0.553251838,0.553637218,0.553899277,0.554099675,0.554284657,0.554592961,0.554685453,0.554747114,0.554901266,0.554993757,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6,1,2,4,4,1,1,8,3,11,5,2,4,1,1,2,0,1,1,1,0,0,2,3,7,10,8,10,4,0,4,1,4,0,1,3,7,3,5,4,0,0,1,0,0,0,0,2,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43471495,0,0.308220914,0.356336045,0.458221759,3.596507989,0.741725868,1.894638206,3.726502254,3.058587758,0.405373115,0.183017566,0.567392226,0.745300451,0.712373651,0.43295029,0.259153487,0.900763559,0.445355921,0.758087468,2.383812617,0,1.933123044,2.17052412,2.837611808,0,0,5.091352874,3.931775683,4.204073417,3.643105855,2.569467805,3.6175402,1.802183173,0,2.365580781,0.575441278,2.632337762,0,0.594807091,0.818614081,1.194536722,0.561512291,1.733742641,2.725107375,0,0,3.017557923,0,0,0,0,2.604628944,0,0.871266724,0,2.469458579,2.707218268,0,2.17816681,0,0,0,0,0,0
18,035,18,0.918374414,1.306732952,-0.464495654,-0.839380762,-0.280592117,-2.031605497,-1.989863636,-0.423822476,6.418782848,0.596822487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,6.65225345085648e-05,6.65225345085648e-05,6.65225345085648e-05,6.65225345085648e-05,9.97838017628472e-05,0.001496757,0.006452686,0.028005987,0.050157991,0.070314319,0.084350574,0.109363047,0.157359055,0.169965076,0.180608681,0.190786629,0.197538666,0.20209546,0.205621154,0.209579245,0.214834525,0.21969067,0.227107933,0.237053052,0.244802927,0.253450856,0.263063363,0.270746715,0.274771329,0.279594213,0.282055546,0.284417096,0.285614502,0.287344088,0.288807584,0.290337602,0.290670215,0.291501746,0.292333278,0.292665891,0.292898719,0.293264593,0.293896557,0.294528522,0.295160486,0.295493098,0.295892233,0.29605854,0.296291369,0.296457675,0.296690504,0.296790288,0.296923333,0.296989855,0.297023117,0.297089639,0.297089639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,6,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,6,7,5,3,3,4,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.044022535,0,1.649872331,1.749340387,0.394895478,0.918193109,0.536042858,0.558939161,0,0.55917332,0,0,0,0,0,0,0,0,8.611269132,0,0,0,1.295870598,0.786069915,3.465074547,4.683321809,6.804972329,6.368066391,3.828145455,3.724874555,5.679773257,0,0,0,0.36820599,1.61542719,1.49635282,1.469985369,0,0,0,0,0,0,0,0,2.269977407,0,0,0,0,0,0,0,0,5.382043207,0,0,0
19,037,19,0.263234592,0.118556158,0.06820414,0.094141159,0.704680435,1.515923897,1.437492406,-0.472920419,-0.42322398,0.256002266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55982559979925e-06,1.06263118986324e-05,2.59321005966625e-05,3.64609233953075e-05,3.83132162950691e-05,4.57223878941155e-05,5.11817774934129e-05,6.239302399197e-05,8.72527444887706e-05,9.42719596878672e-05,0.008487986,0.016716066,0.043791616,0.086100326,0.126021235,0.175676528,0.253842703,0.322727039,0.395759926,0.452169752,0.485354164,0.514481762,0.530321596,0.54392386,0.555402129,0.567484051,0.583255253,0.597467409,0.609802217,0.619447301,0.62800275,0.637845834,0.64639982,0.660102206,0.673949752,0.682026237,0.691144685,0.698987878,0.705819817,0.710392835,0.71329879,0.715388567,0.717221557,0.718766272,0.720172844,0.721453266,0.722633957,0.723706239,0.72466056,0.725628627,0.726925719,0.728209748,0.729333018,0.730100452,0.730911951,0.731562106,0.732130175,0.732604362,0.73302766,0.73335454,0.733672452,0.73391403,0,0,0,15,200,553,667,645,566,518,465,509,624,572,527,397,301,244,221,215,223,473,1074,3320,952,4005,2822,1884,1124,553,309,166,111,89,72,53,33,50,66,132,291,384,411,313,240,190,186,191,209,196,241,736,1226,1168,568,316,127,93,66,54,67,87,107,154,201,245,242,209,178,125,114,94,91,112,176,281,235,0,0,0,1.029514656,1.700937257,2.277286418,2.352937643,2.273279659,2.19670647,2.053188093,1.745827636,1.399358571,1.253818773,1.114974118,1.187618692,1.150463563,1.14104541,1.144563536,1.324022064,1.266737159,1.078381606,1.212614444,1.243093258,1.489148922,1.495731815,1.640303972,1.545367212,1.543883813,1.600751,1.557539307,1.48144131,1.251286792,1.085623204,1.088068302,0.988334069,0.95112042,0.832910567,1.150634027,1.062560805,1.094077439,1.105278938,0.884727789,0.834836962,0.716084638,0.683843675,0.709264868,0.695660572,0.695089988,0.869830361,0.826274262,0.906566848,1.270113184,1.323118035,1.38257121,1.245574234,1.361499117,1.124080934,1.362660971,1.259523296,1.207179471,1.120147142,1.237663801,1.092952112,1.268362056,1.337318527,1.349969218,1.486250671,1.632017045,1.523771801,1.362171202,1.570372355,1.598881022,1.50213573,1.76677999,1.752008656,1.844489512,1.744509654
20,039,20,0.519593653,1.711218668,-0.241835162,-0.687791385,-0.253893158,-1.112556431,-0.692233648,-0.914801909,-0.701354338,0.309743688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24652537026279e-06,6.24652537026279e-06,6.24652537026279e-06,6.24652537026279e-06,1.87395761107884e-05,2.49861014810512e-05,0.002842169,0.009188639,0.031769828,0.054950684,0.091617788,0.142045987,0.204411296,0.256488578,0.30018927,0.326412183,0.343952426,0.362385923,0.371555822,0.380294711,0.38888993,0.398122294,0.411196272,0.427593401,0.441585618,0.45195485,0.460094073,0.467764806,0.474186234,0.48276896,0.492313651,0.498635134,0.506724385,0.514882347,0.521591115,0.526725759,0.530423702,0.533347076,0.535552099,0.537138717,0.538475473,0.539537382,0.540436882,0.541348875,0.542229635,0.542922999,0.543972415,0.544946873,0.545896345,0.546533491,0.547026966,0.547408004,0.547864001,0.548238792,0.548544872,0.548769747,0.549000868,0.549182018,0,0,0,0,2,0,0,0,0,2,1,7,18,29,19,5,9,7,4,1,4,7,12,20,10,25,15,19,13,7,1,3,2,2,2,0,0,3,2,1,1,8,9,11,9,7,11,10,9,7,4,7,11,8,4,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1.08986007,0,0,0,0,0.507938837,0.240564123,1.233081316,2.317422028,3.62200631,2.743484162,0.928399319,2.186056535,2.103926513,1.535484325,0.377511771,1.239395877,1.149852367,0.889944909,0.57479435,1.006698056,0.656061076,0.526318203,0.997630604,1.186269242,1.263264732,0.307190951,1.448946913,1.25333908,1.56667385,1.759072393,0,0,4.423549695,2.063109597,0.531075881,0.243366812,1.181002667,1.171344935,1.612483027,1.643124796,1.674307931,2.636086019,2.331793637,2.400011005,1.890813267,0.964106985,0.774007372,0.760647166,0.60676022,0.562035462,0.276065877,0.567121756,0,0,0,0,0,0,0,0,0.353053262,0,1.000669924,0,0.698239042,0.882633155,0,0,0,0,0,0
21,041,21,-1.787637898,-1.474106352,2.410487973,1.972606744,-0.08727199,1.894572113,1.899360706,1.180043672,-0.526529541,0.66006534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83435582822086e-06,1.53374233128834e-05,1.91717791411043e-05,1.91717791411043e-05,1.91717791411043e-05,2.30061349693252e-05,2.6840490797546e-05,6.13496932515337e-05,6.51840490797546e-05,0.009559049,0.022971626,0.066940184,0.120747699,0.186395706,0.300789877,0.405364264,0.50735046,0.598309049,0.650460123,0.685632669,0.716085123,0.727369632,0.73627684,0.743247699,0.750586656,0.758995399,0.766464724,0.772691718,0.777592025,0.781652607,0.786303681,0.790605828,0.812595859,0.837653374,0.843853528,0.850973926,0.855736196,0.859796779,0.862492331,0.864781442,0.866127301,0.867879601,0.869394172,0.870778374,0.872181748,0.873508436,0.874555215,0.875406442,0.876288344,0.879378834,0.882699387,0.885019172,0.886667945,0.88853911,0.889666411,0.890663344,0.891303681,0.891871166,0.892400307,0.892921779,0.893270706,0,0,0,0,9,1,4,0,3,2,3,17,27,19,9,13,11,9,3,3,1,2,8,13,7,19,22,6,2,4,9,4,1,0,2,1,2,2,1,2,1,3,1,3,0,3,1,0,2,1,1,6,10,13,6,2,1,0,0,0,0,4,3,2,2,2,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3.010489797,0.161967872,0.554984593,0,0.457944877,0.311792256,0.443002337,1.838215836,2.133783215,1.45666173,0.79771043,1.48170609,1.640081651,1.660461998,0.706904189,0.695193427,0.19019713,0.201663799,0.364188115,0.22933997,0.432564799,0.306063661,0.473842179,0.193384347,0.112027287,0.443108649,1.697089837,1.185891935,0.384673696,0,1.079785814,0.705823296,1.985412626,1.810229159,0.633207731,0.651989316,0.149387843,0.271854202,0.079890695,0.269946454,0,0.440466064,0.147102752,0,0.327381869,0.165807628,0.147951422,0.407241672,0.424467527,0.605235468,0.517498246,0.338919556,0.348120992,0,0,0,0,2.238101506,1.205243957,0.647871489,0.523365573,0.433435151,0.724660024,0.614249415,0.673389403,0,0,0.668997733,0.649238306,0,0,0,0
22,043,22,0.291718932,0.118556158,-0.776157254,-0.681577957,-0.27837866,-0.903013244,-0.761880455,1.916512821,0.101250411,0.749401669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61955605507165e-05,5.61955605507165e-05,0.000112391,0.000112391,0.000112391,0.000112391,0.011407699,0.017308233,0.035290812,0.068052824,0.119303175,0.189322843,0.224332678,0.274908682,0.316100028,0.345153133,0.362517561,0.377746558,0.384490025,0.390671537,0.394773813,0.402191627,0.412419219,0.422759202,0.431357123,0.436976679,0.442259062,0.455689801,0.469851082,0.47822422,0.485248665,0.488957572,0.493453217,0.496768755,0.49974712,0.501376791,0.502500702,0.503456027,0.50480472,0.506490587,0.507895476,0.509356561,0.510986232,0.512053948,0.512559708,0.513627423,0.514526552,0.515088508,0.515425681,0.515706659,0.515987637,0.516043833,0.516100028,0.51632481,0.516381006,0.516493397,0.516605788,0.516718179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,2,1,0,2,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667183621,0.258550865,0,0.236084657,0.315660784,0.944734244,0,0,0,0,0,0,0,0,0,0,0,0,2.18939868,2.656160943,0,3.956281826,6.56979065,4.303589009,2.155908834,0,4.798043916,0,0,0.994742232,0.622091211,0.682323946,2.52811731,2.483568987,5.1019924,0,0,0,0,0,0,0,3.835171158,0,0,0,0,6.281561673,0,0,0,0,0,0,0
